Id,File No.,Permit Code,Ranking No,New Permit No,APPLICANT NAME,POSTAL ADDRESS,Email,Tell 1,Tell 2,Region,DISTRICT,WARD,STREET/VILLAGE,Source,Source Name,Purpose Description (Water Use),Water Use Category,Approved (l/s),Requested Amount (l/s),Source Capacity (l/s),Amount  returned (l/s),Latitude (Decimal degree),Longitude (Decimal degree),Intake GPS Location Name,Application Date,Permit History,Permit Type,Permit Activity,Issue Date,Permit Duration (Days),Expire Date,Permit Validity Period,Permit Status,Review No,Permit Review 1 Issue Date,Permit Duration,Expire Date,Permit Validity Period,Permit Status,Permit Review 3 Issue Date,Permit Duration,Expire Date,Permit Validity Period,Permit Status,Pangani Mainstem,WUA,
2357,11102140,1110,2140,11102140,AMOUR ALLY HAMOUD,PO BOX 5158 TANGA,,,,Tanga,TANGA,,USAGARA,Borehole,BOREHOLE,Individual,Domestic,0.02,0.02,0.02,,,,USAGARA,27-Nov-17,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Zigi,zigi chini,
2358,11102141,1110,2141,11102141,GBP TANZANIA LTD,PO BOX 5158 TANGA,,,,Tanga,Tanga,,RASKAZONE,Borehole,BOREHOLE,Filling Station,Commercial Uses,0.1,0.1,0.1,,,,RASKAZONE,23-Jan-19,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Zigi,zigi chini,
2359,11102142,1110,2142,11102142,SATBIR HANSPAUL,PO BOX 149 ARUSHA,,2.55763E+11,,Arusha,Arusha,,MOSHONO,Borehole,BOREHOLE,Large Scale Industry,Industry and Business,3,3,3,,,,MOSHONO,19-Jun-19,New,Water Use Permit,Active,19-Jun-19,1826.25,18-Jun-24,-241.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2361,11102144,1110,2144,11102144,KILIMANJARO CEMENT CO. LTD,PO BOX 5171 TANGA,,2.55273E+13,,Tanga,Tanga,,MAWENI,Borehole,BOREHOLE,Large Scale Industry,Industry and Business,0.44,0.44,0.44,,,,MAWENI,23-Jan-19,New,Application,Inactive,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Zigi,zigi chini,
2362,11102145,1110,2145,11102145,MULLA ABDULHUSEIN TRANSPORT LTD,PO BOX 51 TANGA,,2.55716E+11,,Tanga,Tanga,,GOFU AREA,Borehole,BOREHOLE,Institution,Community Water Supply ,0.5,0.5,0.5,,9438401,509763,GOFU AREA,23-Jan-19,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Zigi,zigi chini,
2363,11102146,1110,2146,11102146,MEDICAL MISSIONARIES,PO BOX 3124 ARUSHA,,2.55755E+11,,Arusha,Arumeru,,SEURI,Borehole,BOREHOLE,Institution,Community Water Supply ,0.8,0.8,0.8,,,,SEURI,23-Jan-19,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa juu,
2364,11102147,1110,2147,11102147,JOSEPH SHIRIMA,PO BOX 7050 ARUSHA,,2.55753E+11,,Arusha,Arusha,,DARAJA MBILI,Borehole,BOREHOLE,Car Wash,Commercial Uses,0.02,0.02,0.02,,,,DARAJA MBILI,23-Jan-19,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2365,11102148,1110,2148,11102148,324 SOUTH HOLDINGS LTD,PO BOX 16140 ARUSHA,,2.55788E+11,,Arusha,Arusha,,UNDURENCE ESTATE,Borehole,BOREHOLE,Institution,Community Water Supply ,0.3,0.3,0.3,,,,UNDURENCE ESTATE,23-Jan-19,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2366,11102149,1110,2149,11102149,CONGREGATION OF SISTERS OF NOTREDAME,PO BOX 11923 ARUSHA,,2.55755E+11,,Arusha,Arumeru,,NDURUMA BWAWANI,Borehole,BOREHOLE,Institution,Community Water Supply ,2,2,2,,,,NDURUMA BWAWANI,23-Jan-19,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,nduruma,
2367,11102150,1110,2150,11102150,ATHMANI SAIDI NASIRI,,,2.55755E+11,,Arusha,Arusha,,BANDAMBILI,Borehole,BOREHOLE,Individual,Domestic,0.01,0.01,0.01,,,,BANDAMBILI,23-Jan-19,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2368,11102151,1110,2151,11102151,PARBAT G SISODIYA,PO BOX 3122 ARUSHA,,2.55754E+11,,Arusha,ARUSHA,,SOMBETINI,Borehole,BOREHOLE,Individual,Domestic,0.05,0.05,0.05,,,,SOMBETINI,6-Dec-18,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2369,11102152,1110,2152,11102152,PARBAT SISODIYA,PO BOX 3122 ARUSHA,sisodiya parbat@yahoo.com,2.55756E+11,,Arusha,ARUSHA,,OLORIENI,Borehole,BOREHOLE,Individual,Domestic,0.02,0.02,0.02,,,,OLORIENI,23-Jan-19,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2371,11102154,1110,2154,11102154,HAI VOCATIONAL TRAINING CENTRE ELC  ND,PO BOX 195 HAI,haivtc89@yahoo.com,732974130,,Kilimanjaro,HAI,,BOMANG'OMBE,Borehole,BOREHOLE,Institution,Community Water Supply ,0.17,0.17,0.17,,9633742,29540,BOMANG'OMBE,23-Jan-19,New,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,,Kikuletwa,sanya,
2372,11102155,1110,2155,11102155,HAI VOCATIONAL TRAINING CENTRE ELC  ND,PO BOX 195 HAI,haivtc89@yahoo.com,732974130,,Kilimanjaro,HAI,,BOMANG'OMBE,Borehole,BOREHOLE,Institution,Community Water Supply ,0.17,0.17,0.17,,,9633742,BOMANG'OMBE,23-Jan-19,New,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,sanya,
2373,11102156,1110,2156,11102156,ERASMUS M MALLYA,PO BOX 2130 DARE ES SALAAM,mallya@buoara.co.tz,2.55784E+11,,Kilimanjaro,MOSHI,,SHIRIMATUNDA,Borehole,BOREHOLE,Individual,Domestic,1.3,1.3,1.3,,,,SHIRIMATUNDA,31-Jan-19,New,Water Use Permit,Active,19-Jun-19,1826.25,18-Jun-24,-241.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,rau,
2374,11102157,1110,2157,11102157,PE (T) INVESTMENT ASSETS LTD,PO BOX 9043 DAR ES SALAAM,laurian.mganga@pumaenergy.com,2.55784E+11,,Kilimanjaro,MOSHI,,KIA,Borehole,BOREHOLE,Institution,Community Water Supply ,0.005,0.005,0.005,,,,KIA,22-Nov-18,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa chini,
2376,11102158,1110,2158,11102158,NORHEN HIGHLANDS TEACHERS COLLEGE,PO BOX 8066 MOSHI,,2.55767E+11,,Kilimanjaro,MOSHI,,SOWETO,Borehole,BOREHOLE,Institution,Community Water Supply ,0.8,0.8,0.8,,9627307,314173,SOWETO,6-Feb-19,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,karanga,
2377,11102159,1110,2159,11102159,MOSHI ACADEMY NURSERY SCHOOL,PO BOX 8066 MOSHI,,2.55767E+11,,Kilimanjaro,MOSHI,,DAR STREET,Borehole,BOREHOLE,Institution,Community Water Supply ,0.4,0.4,0.4,,9629282,314528,DAR STREET,6-Feb-19,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,rau,
2379,11102160,1110,2160,11102160,NORHEN HIGHLANDS SECONDARY SCHOOL,PO BOX 8066 MOSHI,,2.55767E+11,,Kilimanjaro,MOSHI,,POLICE LINE,Borehole,BOREHOLE,Institution,Community Water Supply ,0.8,0.8,0.8,,9629681,314796,POLICE LINE,23-Jan-19,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,rau,
2380,11102161,1110,2161,11102161,THE MOSHI ACADEMY ENGLISH MEDIUM,P.O.BOX 8151 MOSHI,,2.55767E+11,,Kilimanjaro,MOSHI,,AIRPORT,Borehole,BOREHOLE,Institution,Community Water Supply ,1,1,1,,9628408,3149776,AIRPORT,6-Feb-19,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,karanga,
2382,11102162,1110,2162,11102162,HENDRY S MALLYA,PO BOX 8066 MOSHI,,2.55767E+11,,Kilimanjaro,MOSHI,,KILIMANJARO STREET,Borehole,BOREHOLE,Individual,Domestic,0.04,0.04,0.04,,9630656,3133966,KILIMANJARO STREET,6-Feb-19,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,rau,
2384,11102163,1110,2163,11102163,SAIDI SIMON RUMAS,po box 3164 arusha,rumasinterprises@gmail.com,2.55787E+11,,Arusha,ARUMERU,,saitabak,Borehole,BOREHOLE,Individual,Domestic,0.83,0.83,0.83,,3.19433,36.39364,saitabak,10-Apr-18,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa juu,
2385,11102164,1110,2164,11102164,CHARLES MISHETO,,,2.55715E+11,,Kilimanjaro,SAME,,BENDERA MAJENGO,Borehole,BOREHOLE,Individual,Domestic,0.8,0.8,0.8,,,,BENDERA MAJENGO,13-Feb-19,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,pangani juu,
2386,11102165,1110,2165,11102165,LEOPARD TOURS,PO BOX 1638 ARUSHA,,2.55785E+11,,Arusha,ARUSHA,,KIJENGE (TWIN TOWER),Borehole,BOREHOLE,Institution,Community Water Supply ,0.72,0.72,0.72,,9626383,244987,KIJENGE (TWIN TOWER),19-Feb-19,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2388,11102166,1110,2166,11102166,Leopard Tours,P.O.Box 1638,,2.55785E+11,,Arusha,Arusha,,Sekei,Borehole,BOREHOLE,Institution,Community Water Supply ,0.4,0.4,0.4,,,,Sekei,19-Feb-19,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2389,11102167,1110,2167,11102167,SALEHA FAZAL,P.O. BOX 1638 ARUSHA,,2.55785E+11,,Arusha,ARUSHA,,PHILLIPS,Borehole,BOREHOLE,Individual,Domestic,1.444,1.444,1.444,,,,PHILLIPS,19-Feb-19,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2391,11102169,1110,2169,11102169,RHMS HOLDING LTD,PO BOX 2750 ARUSHA,,2.55785E+11,,Arusha,Arusha,,NGARAMTONI YA CHINI,Borehole,BOREHOLE,Institution,Community Water Supply ,0.01,0.01,0.01,,9628795,234935,NGARAMTONI YA CHINI,31-Jan-19,New,Water Use Permit,Active,31-Dec-19,1826.25,30-Dec-24,-46.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2392,11102170,1110,2170,11102170,HABIBU YUSUFU ALI,PO BOX 1060 ARUSHA,,2.55785E+11,,Arusha,ARUSHA,,FIRE STREET,Borehole,BOREHOLE,Individual,Domestic,1,1,1,,,,FIRE STREET,22-Nov-18,New,Water Use Permit,Active,31-Dec-19,1826.25,30-Dec-24,-46.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2393,11102171,1110,2171,11102171,SUNKIST BAKERY  LTD,PO BOX 905 ARUSHA,info@sunkistground.com,2.55714E+11,0272549127/8,Arusha,ARUSHA,,THEMI INDUSTRIES,Borehole,BOREHOLE,Large Scale Industry,Industry and Business,1.1,1.1,1.1,,245738,9623554,THEMI INDUSTRIES,7-Jan-19,New,Water Use Permit,Active,19-Sep-19,1826.25,18-Sep-24,-149.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2394,11102172,1110,2172,11102172,HOTEL PLANET AIRPORT ARUSHA,PO BOX 12865 ARUSHA,booking@planet-lodge.com,2.55784E+11,,Arusha,ARUMERU,,MALULA,Borehole,BOREHOLE,Hotel,Domestic,0.8,0.8,0.8,,281630,9626647,MALULA,17-Dec-18,New,Water Use Permit,Active,19-Sep-19,1826.25,18-Sep-24,-149.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa juu,
2395,11102173,1110,2173,11102173,MICHO NICO,PO BOX 673 ARUSHA,,2.55754E+11,,Arusha,ARUSHA,,KIROSHI-BARAA MOSHONO,Borehole,BOREHOLE,Individual,Domestic,2.4,2.4,2.4,,248527,9625461,KIROSHI-BARAA MOSHONO,29-Jan-19,New,Water Use Permit,Active,31-Dec-19,1826.25,30-Dec-24,-46.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2396,11102174,1110,2174,11102174,ELIZABETH MHANDO,P.O.BOX 1053 DAR ES SALAAM,elizabethmhando@gmail,2.55755E+11,,Arusha,Arusha,,SAKINA KIBANDA MAZIWA,Borehole,BOREHOLE,Individual,Domestic,0.01,0.01,0.01,,,,SAKINA KIBANDA MAZIWA,29-Dec-19,New,Water Use Permit,Active,31-Dec-19,1826.25,30-Dec-24,-46.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2397,11102175,1110,2175,11102175,SHABBIR VIRJEE,P.O.Box 1101 ARUSHA,shabbir@virjee.com,2.55754E+11,,Arusha,ARUSHA,,,Borehole,BOREHOLE,Large Scale Industry,Industry and Business,0.03,0.03,0.03,,,,0,22-Nov-18,New,Water Use Permit,Active,17-Dec-19,1826.25,16-Dec-24,-60.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2398,11102176,1110,2176,11102176,AIR EXCEL,PO BOX 12731 ARUSHA,,O27-2970249,,Arusha,Arusha,,NGARAMTONI YA CHINI,Borehole,BOREHOLE,Institution,Community Water Supply ,3,3,3,,9629180,234859,NGARAMTONI YA CHINI,20-Dec-18,New,Water Use Permit,Active,19-Jun-19,1826.25,18-Jun-24,-241.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2399,11102177,1110,2177,11102177,GALAXY FOOD AND BEVERAGE LIMITED,PO BOX 1101 ARUSHA,info@galaxygroup,2.55754E+11,,Arusha,ARUSHA,,UNGA LTD,Borehole,BOREHOLE,Large Scale Industry,Industry and Business,0.05,0.05,0.05,,,,UNGA LTD,22-Nov-18,New,Water Use Permit,Active,31-Dec-19,1826.25,30-Dec-24,-46.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2400,11102178,1110,2178,11102178,MAXIMUS HOLDING LIMITED,P.O.BOX 2750 ARUSHA,almoss@habari.co.tz,2.55785E+11,,Arusha,Arumeru,,NGARAMTONI YA CHINI,Borehole,BOREHOLE,Institution,Community Water Supply ,0.01,0.01,0.01,,,,NGARAMTONI YA CHINI,31-Jan-19,New,Water Use Permit,Active,22-Feb-19,1826.25,22-Feb-24,-358.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2403,11102180,1110,2180,11102180,M/KITI KIJIJI CHA NGURUDOTO,,,2.55767E+11,,Arusha,Arumeru,,NGURDOTO VILLAGE,Borehole,BOREHOLE,CBWSO,Community Water Supply ,1.8,1.8,1.8,,,,NGURDOTO VILLAGE,25-Feb-19,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa juu,
2406,11102183,1110,2183,11102183,ZACHARIA S CHUWA,PO BOX 386 MOSHI,,2.55755E+11,,Kilimanjaro,MOSHI,,MAWALA VILAGE,Borehole,BOREHOLE,Individual,Domestic,2.7,2.7,2.7,,,,MAWALA VILAGE,4-Mar-19,New,Water Use Permit,Active,1-Apr-19,1826.25,31-Mar-24,-320.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,rau,
2407,11102184,1110,2184,11102184,COSTANTINE CHUWA,P.O.BOX 518 MOSHI,,2.55754E+11,,Kilimanjaro,Moshi,,RAILWAY NJORO,Borehole,BOREHOLE,Individual,Domestic,0.05,0.05,0.05,,,,RAILWAY NJORO,12-Mar-19,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,rau,
2409,11102185,1110,2185,11102185,HOTEL PLANET,PO BOX 1115 ARUSHA,booking@planet-lodge.com,2.55784E+11,,Arusha,ARUSHA,,ENGOSHEWASHI MOSHONO,Borehole,BOREHOLE,Hotel,Domestic,1.3,1.3,1.3,,248857,9623864,ENGOSHEWASHI MOSHONO,4-Dec-19,New,Water Use Permit,Active,19-Sep-19,1826.25,18-Sep-24,-149.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2412,11102187,1110,2187,11102187,JOHN MUSHI,P.O.BOX 8695 MOSHI,,2.55754E+11,,Kilimanjaro,Moshi,,LONGUO,Borehole,BOREHOLE,Individual,Domestic,0.01,0.01,0.01,,,,LONGUO,19-Mar-19,New,Water Use Permit,Active,1-Apr-19,1826.25,31-Mar-24,-320.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,rau,
2414,11102189,1110,2189,11102189,M/S ROCKTRONICK LTD,P.O.BOX 377 MOSHI,rock@rocktronick@co.tz,272752133,,Kilimanjaro,MOSHI,,SHANT TOWN,Borehole,BOREHOLE,Institution,Community Water Supply ,1,1,1,,,,SHANT TOWN,3-Jan-18,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,karanga,
2415,11102190,1110,2190,11102190,TANZANIA SCHOOL FOUNDATION,P.O.BOX 751 Arusha,chris@tanzaniaschooolfoundation.org,2.55755E+11,,Arusha,ARUMERU,,Mlangarini,Borehole,BOREHOLE,Institution,Community Water Supply ,0.5,0.5,0.5,,9619764,254747,Mlangarini,14-Mar-19,New,Water Use Permit,Active,31-Dec-19,1826.25,30-Dec-24,-46.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa juu,
2417,11102191,1110,2191,11102191,ABDULAH TAIBAL & SAFDAR TAIBAL BAJWA,14 arusha,astabajwa@yahoo.com,2.55787E+11,,Arusha,Arusha,,LEVOLOSI KITUONI ST,Borehole,BOREHOLE,Group,Domestic,1,1,1,,9626895,2422779,LEVOLOSI KITUONI ST,27-Feb-19,New,Water Use Permit,Active,10-May-19,1826.25,9-May-24,-281.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2419,11102192,1110,2192,11102192,PAUL AND GIUSEPPINA STREBEL,PO BOX 150 ARUSHA,paul@bushlink.co.tz,2.55787E+11,,Arusha,ARUSHA,,OLASITI,Borehole,BOREHOLE,Group,Domestic,0.29,0.29,0.29,,3.394569,36628211,OLASITI,9-Mar-19,New,Water Use Permit,Active,31-Dec-19,1826.25,30-Dec-24,-46.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2420,11102193,1110,2193,11102193,ROLAND AND LEONE HOLDINGS,PO BOX 821 ARUSHA,rolands@gmail.com,2.55682E+11,,Arusha,ARUSHA,,OLASITI,Borehole,BOREHOLE,Institution,Community Water Supply ,0.05,0.05,0.05,,,,OLASITI,18-Mar-19,New,Water Use Permit,Active,31-Dec-19,1826.25,30-Dec-24,-46.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2421,11102194,1110,2194,11102194,ASB Tanzania Ltd,PO BOX 1184 ARUSHA,muthaiah.r@albengg.com,2.55685E+11,,Arusha,ARUSHA,,KIJENGE,Borehole,BOREHOLE,Hotel,Domestic,1.7,1.7,1.7,,,,KIJENGE,1-Apr-19,New,Water Use Permit,Active,19-Jun-19,1826.25,18-Jun-24,-241.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2422,11102195,1110,2195,11102195,ASB Tanzania Ltd,PO BOX 1184 ARUSHA,muthaiah.r@albengg.com,2.55685E+11,,Arusha,ARUSHA,,KIJENGE,Borehole,BOREHOLE,Hotel,Domestic,2.3,2.3,2.3,,,,KIJENGE,2-Apr-19,New,Water Use Permit,Active,19-Jun-19,1826.25,18-Jun-24,-241.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2423,11102196,1110,2196,11102196,ASB Tanzania Ltd,PO BOX 1184 ARUSHA,muthaia.r@albengg.com,2.55685E+11,,Arusha,ARUSHA,,KIJENGE,Borehole,BOREHOLE,Hotel,Domestic,1.7,1.7,1.7,,245338,9627308,KIJENGE,1-Apr-19,New,Water Use Permit,Active,19-Jun-19,1826.25,18-Jun-24,-241.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2424,11102197,1110,2197,11102197,DR EDWARD KWEKA,PO BOX 105012 DAR ES SALAAM,,2.55763E+11,,Kilimanjaro,Moshi,,MSASANI VILLAGE,Borehole,BOREHOLE,Individual,Domestic,2.3,2.3,2.3,,9629180,234859,MSASANI VILLAGE,20-Dec-18,New,Water Use Permit,Active,19-Jun-19,1826.25,18-Jun-24,-241.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,rau,
2428,11102199,1110,2199,11102199,MERU SPRING WATER LIMITED,P.O.BOX 14637 Arusha,info@meruspring.com,2.5574E+11,,Arusha,ARUSHA,,SAKINA KWA IDDI,Borehole,BOREHOLE,Large Scale Industry,Industry and Business,1,1,1,,,,SAKINA KWA IDDI,18-Feb-19,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
2429,11102200,1110,2200,11102200,PROF. AKUNDAELI S MBISE,PO BOX 35004 DAR ES SALAAM,,2.55754E+11,,,,,NSHUPU VILLAGE,Borehole,BOREHOLE,Individual,Domestic,0.5,0.5,0.5,,,,NSHUPU VILLAGE,4-Apr-19,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa juu,
2431,11102201,1110,2201,11102201,MAILISITA RC DISPENSARY,PO BOX 925 MOSHI,,2.55754E+11,,,,,SHIRI NJORO,Borehole,BOREHOLE,Institution,Community Water Supply ,0.2,0.2,0.2,,,,SHIRI NJORO,17-Apr-19,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,weruweru,
