id,region,district,source_type,source_name,water_use,water_use_category,water_use_fee,amount_abstracted,amount_requested,water_source_capacity,permit_history,permit_type,activity_status,permit_status,catchment
115,Kilimanjaro,Hai,Borehole,B/H No 20/93,Individual Use,Domestic,200000,0.28,0.28,0.28,Water Right,Water Use Permit,Active,Valid,Kikuletwa
1424,Kilimanjaro,Moshi,River,Sanya,Individual Use,Domestic,200000,0.29,0.29,182,Water Right,Water Right,Active,Invalid,Kikuletwa
2419,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.29,0.29,0.29,New,Water Use Permit,Active,Valid,Kikuletwa
3425,Tanga,Lushoto,Stream,NYASA STREAM,Individual Use,Domestic,200000,0.29,0.29,78,Water Right,Water Right,Inactive,Invalid,Umba
889,Kilimanjaro,Moshi,Spring,Mwanga,Individual Use,Domestic,200000,0.3,0.3,,Water Right,Water Right,Active,Invalid,Kikuletwa
2534,Arusha,Arumeru,Spring,Ngaresero,Individual Use,Domestic,200000,0.3,0.3,84,New,Water Use Permit,Active,Valid,Kikuletwa
3032,Arusha,Arumeru,Spring,Usa,Individual Use,Domestic,200000,0.3,0.3,321,New,Water Use Permit,Active,Valid,Kikuletwa
578,Tanga,Handeni,Dam,Togeza,Individual Use,Domestic,200000,0.3,0.3,67,Water Right,Water Right,Active,Invalid,Msangazi
3547,Tanga,Korogwe,Borehole,Borehole,Individual Use,Domestic,200000,0.3,0.3,0.3,Water Right,Water Right,Active,Invalid,Pangani Mainstream
2597,Kilimanjaro,Same,River,GUNDU MAGOGO SPRING,Individual Use,Domestic,200000,0.3,0.3,,New,Water Use Permit,Active,Valid,Pangani Mainstream
2596,Kilimanjaro,Same,Spring,GUNDU NZIA YA KITALA STREAM,Individual Use,Domestic,200000,0.3,0.3,,New,Water Use Permit,Active,Valid,Pangani Mainstream
2648,Kilimanjaro,Same,Stream,Mgambo,Individual Use,Domestic,200000,0.3,0.3,,New,Water Use Permit,Active,Valid,Pangani Mainstream
2584,Kilimanjaro,Same,Stream,Nzia ya Kitala,Individual Use,Domestic,200000,0.3,0.3,,New,Water Use Permit,Active,Valid,Pangani Mainstream
2598,Kilimanjaro,Same,Spring,Pambeni,Individual Use,Domestic,200000,0.3,0.3,,New,Water Use Permit,Active,Valid,Pangani Mainstream
2599,Kilimanjaro,Same,River,Sine,Individual Use,Domestic,200000,0.3,0.3,,New,Water Use Permit,Active,Valid,Pangani Mainstream
2646,Kilimanjaro,Same,Stream,Sine,Individual Use,Domestic,200000,0.3,0.3,,New,Water Use Permit,Active,Valid,Pangani Mainstream
1443,Kilimanjaro,Moshi,Borehole,BH,Individual Use,Domestic,200000,0.3,0.3,0.3,New,Application,Active,Invalid,Ruvu
3132,Kilimanjaro,Moshi,Borehole,Borehole,Individual Use,Domestic,200000,0.3,0.3,0.3,New,Water Use Permit,Active,Valid,Ruvu
2136,Kilimanjaro,Moshi,Borehole,Borehole,Individual Use,Domestic,200000,0.3,0.3,0.3,New,Water Use Permit,Active,Valid,Ruvu
2467,Kilimanjaro,Moshi,Borehole,Borehole,Individual Use,Domestic,200000,0.3,0.3,0.3,New,Water Use Permit,Active,Valid,Ruvu
2075,Kilimanjaro,Rombo,Borehole,Borehole,Individual Use,Domestic,200000,0.3,0.3,0.3,New,Water Use Permit,Active,Valid,Ruvu
152,Arusha,Arumeru,Borehole,Borehole,Individual Use,Domestic,200000,0.31,0.31,0.31,Water Right,Water Right,Active,Invalid,Kikuletwa
3508,Kilimanjaro,Same,Stream,ISASAVO STREAM,Individual Use,Domestic,200000,0.31,0.31,,Water Right,Water Right,Inactive,Invalid,Pangani Mainstream
2466,Kilimanjaro,Moshi,Spring,KASUMBE ,Individual Use,Domestic,200000,0.31,0.31,,Water Right,Water Right,Active,Invalid,Ruvu
1828,Tanga,Tanga,Borehole,Borehole,Individual Use,Domestic,200000,0.31,0.31,0.31,Water Right,Water Right,Inactive,Invalid,Zigi
2133,Tanga,Tanga,Borehole,Borehole,Individual Use,Domestic,200000,0.31,0.31,0.31,Water Right,Water Right,Inactive,Invalid,Zigi
3407,Tanga,Lushoto,River,MKUSI ,Individual Use,Domestic,200000,0.32,0.32,78,Water Right,Water Right,Active,Invalid,Luengera
1983,Kilimanjaro,Mwanga,Borehole,Borehole,Individual Use,Domestic,200000,0.34,0.34,0.34,New,Application,Active,Invalid,Ruvu
503,Arusha,Arumeru,Borehole,Borehole,Individual Use,Domestic,200000,0.35,0.35,0.35,Water Right,Water Right,Active,Invalid,Kikuletwa
1,Arusha,Arumeru,Spring,Paphos,Individual Use,Domestic,200000,0.35,0.35,321,Water Right,Water Use Permit,Active,Valid,Kikuletwa
2980,Tanga,Tanga,Borehole,Borehole,Individual Use,Domestic,200000,0.35,0.35,0.35,Water Right,Water Right,Active,Invalid,Zigi
948,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.4,0.4,0.4,Water Right,Water Right,Active,Invalid,Kikuletwa
550,Kilimanjaro,Moshi,Borehole,Borehole,Individual Use,Domestic,200000,0.4,0.4,0.4,Water Right,Water Right,Active,Invalid,Kikuletwa
2250,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.4,0.4,0.4,New,Water Use Permit,Active,Valid,Kikuletwa
2548,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.4,0.4,0.4,New,Water Use Permit,Active,Valid,Kikuletwa
2946,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.4,0.4,0.4,New,Water Use Permit,Active,Valid,Kikuletwa
586,Kilimanjaro,Moshi,Borehole,Borehole,Individual Use,Domestic,200000,0.4,0.4,0.4,Water Right,Water Right,Active,Invalid,Ruvu
3229,Tanga,Tanga,Borehole,Borehole,Individual Use,Domestic,200000,0.4,0.4,0.4,New,Water Use Permit,Active,Valid,Zigi
3491,Tanga,Lushoto,Borehole,Borehole,Individual Use,Domestic,200000,0.41,0.41,0.41,Water Right,Water Right,Active,Invalid,Zigi
1353,Arusha,Arumeru,Spring,Makumira ,Individual Use,Domestic,200000,0.42,0.42,67,Water Right,Water Right,Inactive,Invalid,Kikuletwa
499,Arusha,Arumeru,Spring,Othmani,Individual Use,Domestic,200000,0.42,0.42,,Water Right,Water Right,Inactive,Invalid,Kikuletwa
510,Kilimanjaro,Same,Spring,Mahuu,Individual Use,Domestic,200000,0.42,0.42,,Water Right,Water Right,Active,Invalid,Pangani Mainstream
3545,Tanga,Korogwe,River,Pangani,Individual Use,Domestic,200000,0.42,0.42,19820,Water Right,Water Right,Active,Invalid,Pangani Mainstream
3634,Kilimanjaro,Moshi,Spring,BORA ,Individual Use,Domestic,200000,0.42,0.42,,Water Right,Water Right,Active,Invalid,Ruvu
2225,Kilimanjaro,Moshi,Spring,WEAR and MSOO ,Individual Use,Domestic,200000,0.42,0.42,56,Water Right,Water Right,Active,Invalid,Ruvu
3344,Kilimanjaro,Siha,River,NGARE NAIROBI NORTH ,Individual Use,Domestic,200000,0.44,0.44,,Water Right,Water Right,Active,Invalid,Kikuletwa
2888,Arusha,Arusha,River,Makumira ,Individual Use,Domestic,200000,0.44,0.44,,Water Right,Water Right,Inactive,Invalid,Kikuletwa
2966,Tanga,Pangani,Borehole,Borehole,Individual Use,Domestic,200000,0.44,0.44,0.44,Water Right,Water Right,Active,Invalid,Pangani Mainstream
3060,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.45,0.45,0.45,Water Right,Water Right,Inactive,Invalid,Kikuletwa
2685,Kilimanjaro,Moshi,Spring,Kuelwa Spring,Individual Use,Domestic,200000,0.45,0.45,432,New,Application,Active,Invalid,Mkomazi
504,Arusha,Arumeru,Spring,Kibola,Individual Use,Domestic,200000,0.46,0.46,322,Water Right,Water Use Permit,Active,Invalid,Kikuletwa
2755,Kilimanjaro,Mwanga,River,Pangani,Individual Use,Domestic,200000,0.47,0.47,19820,Water Right,Water Right,Active,Invalid,Pangani Mainstream
1941,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Application,Active,Invalid,Kikuletwa
2216,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Application,Active,Invalid,Kikuletwa
2344,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Application,Active,Invalid,Kikuletwa
1152,Arusha,Arumeru,River,Usa,Individual Use,Domestic,200000,0.5,0.5,400,New,Application,Active,Invalid,Kikuletwa
954,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,Water Right,Water Right,Active,Invalid,Kikuletwa
71,Kilimanjaro,Moshi,Spring,Kisaringo,Individual Use,Domestic,200000,0.5,0.5,,Water Right,Water Right,Active,Invalid,Kikuletwa
1725,Arusha,Arumeru,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Invalid,Kikuletwa
1849,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Invalid,Kikuletwa
1850,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Invalid,Kikuletwa
1885,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Invalid,Kikuletwa
1886,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Invalid,Kikuletwa
1931,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Invalid,Kikuletwa
1901,Kilimanjaro,Moshi,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Invalid,Kikuletwa
807,Kilimanjaro,Hai,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,Water Right,Water Right,Inactive,Invalid,Kikuletwa
543,Kilimanjaro,Moshi,River,SAMSOM,Individual Use,Domestic,200000,0.5,0.5,,Water Right,Water Right,Inactive,Invalid,Kikuletwa
220,Arusha,Arumeru,Spring,Usa,Individual Use,Domestic,200000,0.5,0.5,322,Water Right,Water Right,Inactive,Invalid,Kikuletwa
3163,Kilimanjaro,Hai,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
1845,Arusha,Arumeru,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
1847,Arusha,Arumeru,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
1966,Arusha,Arumeru,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
2090,Arusha,Arumeru,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
2237,Arusha,Arumeru,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
2245,Arusha,Arumeru,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
2463,Arusha,Arumeru,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
1851,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
2169,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
2291,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
2304,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
2305,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
2328,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
2333,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
2459,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
2465,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
2472,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
2484,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
2485,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
2486,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
2494,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
2495,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
2619,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
2628,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
2631,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
2681,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
2297,Arusha,Arumeru,Dug well,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
3031,Arusha,Arumeru,Spring,MAGADIRISHO ,Individual Use,Domestic,200000,0.5,0.5,76,New,Water Use Permit,Active,Valid,Kikuletwa
1697,Kilimanjaro,Hai,Spring,NKORUA ,Individual Use,Domestic,200000,0.5,0.5,,New,Water Use Permit,Active,Valid,Kikuletwa
106,Arusha,Arusha,Borehole,B/H 159/95,Individual Use,Domestic,200000,0.5,0.5,0.5,Water Right,Water Use Permit,Active,Valid,Kikuletwa
2900,Tanga,Tanga,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Mkulumuzi
2916,Tanga,Tanga,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Mkulumuzi
2230,Tanga,Handeni,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Msangazi
2833,Tanga,Handeni,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,Water Right,Water Use Permit,Active,Valid,Msangazi
2969,Kilimanjaro,Moshi,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Pangani Mainstream
1195,Kilimanjaro,Same,Spring,HERIOKO KAMUNGO ,Individual Use,Domestic,200000,0.5,0.5,,New,Water Use Permit,Active,Valid,Pangani Mainstream
1668,Kilimanjaro,Same,Spring,KAMUNGO ,Individual Use,Domestic,200000,0.5,0.5,,New,Water Use Permit,Active,Valid,Pangani Mainstream
1490,Kilimanjaro,Same,River,tinge ,Individual Use,Domestic,200000,0.5,0.5,8,New,Water Use Permit,Active,Valid,Pangani Mainstream
1373,Kilimanjaro,Moshi,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Application,Active,Invalid,Ruvu
1223,Kilimanjaro,Moshi,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Application,Active,Invalid,Ruvu
1126,Kilimanjaro,Mwanga,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Application,Active,Invalid,Ruvu
375,Kilimanjaro,Moshi,Spring,FRANCIS,Individual Use,Domestic,200000,0.5,0.5,,Water Right,Water Right,Active,Invalid,Ruvu
972,Kilimanjaro,Moshi,Spring,Ngoti,Individual Use,Domestic,200000,0.5,0.5,,Water Right,Water Right,Active,Invalid,Ruvu
1324,Kilimanjaro,Moshi,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Invalid,Ruvu
1726,Kilimanjaro,Moshi,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Invalid,Ruvu
1445,Kilimanjaro,Rombo,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Invalid,Ruvu
790,Kilimanjaro,Moshi,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,Water Right,Water Right,Inactive,Invalid,Ruvu
591,Kilimanjaro,Moshi,Spring,Mkongo,Individual Use,Domestic,200000,0.5,0.5,,Water Right,Water Right,Inactive,Invalid,Ruvu
376,Kilimanjaro,Moshi,Spring,Sambeke,Individual Use,Domestic,200000,0.5,0.5,,Water Right,Water Right,Inactive,Invalid,Ruvu
2138,Kilimanjaro,Moshi,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Ruvu
2834,Kilimanjaro,Moshi,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Ruvu
1354,Kilimanjaro,Moshi,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Ruvu
1399,Kilimanjaro,Moshi,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Ruvu
2258,Kilimanjaro,Moshi,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Ruvu
2505,Kilimanjaro,Moshi,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Ruvu
2640,Kilimanjaro,Moshi,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Ruvu
3227,Kilimanjaro,Moshi,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Ruvu
2832,Kilimanjaro,Moshi,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Ruvu
1999,Kilimanjaro,Mwanga,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Ruvu
1009,Kilimanjaro,Rombo,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Ruvu
2937,Kilimanjaro,Moshi,Dug well,Dug Well,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Ruvu
475,Tanga,Korogwe,Stream,Mafi,Individual Use,Domestic,200000,0.5,0.5,,Water Right,Water Right,Active,Invalid,Umba
545,Tanga,Lushoto,Spring,Nkaboha,Individual Use,Domestic,200000,0.5,0.5,,Water Right,Water Right,Active,Invalid,Umba
551,Tanga,Lushoto,Stream,Nkaboha,Individual Use,Domestic,200000,0.5,0.5,,Water Right,Water Right,Active,Invalid,Umba
474,Tanga,Lushoto,Spring,Mafi,Individual Use,Domestic,200000,0.5,0.5,,Water Right,Water Right,Inactive,Invalid,Umba
2455,Tanga,Tanga,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Zigi
2663,Tanga,Tanga,Borehole,Borehole,Individual Use,Domestic,200000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Zigi
126,Arusha,Arusha,Spring,Engosengiu,Individual Use,Domestic,201892.16,0.52,0.52,,Water Right,Water Right,Active,Invalid,Kikuletwa
556,Arusha,Arumeru,Borehole,B/H/NO 604,Individual Use,Domestic,201892.16,0.52,0.52,0.52,Water Right,Water Right,Inactive,Invalid,Kikuletwa
3124,Kilimanjaro,Moshi,River,KIRARELA ,Individual Use,Domestic,201892.16,0.52,0.52,,Water Right,Water Right,Inactive,Invalid,Kikuletwa
3326,Arusha,Arusha,River,Themi,Individual Use,Domestic,201892.16,0.52,0.52,1222,Water Right,Water Right,Inactive,Invalid,Kikuletwa
657,Tanga,Lushoto,Spring,Mzitui,Individual Use,Domestic,201892.16,0.52,0.52,,Water Right,Water Right,Active,Invalid,Mkomazi
1545,Kilimanjaro,Moshi,Borehole,Borehole,Individual Use,Domestic,201892.16,0.52,0.52,0.52,Water Right,Water Right,Active,Invalid,Ruvu
2084,Kilimanjaro,Moshi,River,Msoo,Individual Use,Domestic,201892.16,0.52,0.52,56,Water Right,Water Right,Active,Invalid,Ruvu
2768,Kilimanjaro,Moshi,River,UNA ,Individual Use,Domestic,201892.16,0.52,0.52,,Water Right,Water Right,Active,Invalid,Ruvu
3333,Tanga,Korogwe,River,Pangani,Individual Use,Domestic,202838.24,0.53,0.53,19820,Water Right,Water Right,Active,Invalid,Pangani Mainstream
350,Kilimanjaro,Same,Spring,Kwasemweri,Individual Use,Domestic,202838.24,0.53,0.53,,Water Right,Water Right,Active,Invalid,Ruvu
2131,Tanga,Tanga,Borehole,Borehole,Individual Use,Domestic,202838.24,0.53,0.53,0.53,Water Right,Water Right,Inactive,Invalid,Ruvu
3313,Tanga,Korogwe,Borehole,Borehole,Individual Use,Domestic,203784.32,0.54,0.54,0.54,Water Right,Water Right,Active,Invalid,Pangani Mainstream
3468,Tanga,Korogwe,River,MNYUSI ,Individual Use,Domestic,203784.32,0.54,0.54,,Water Right,Water Right,Active,Invalid,Pangani Mainstream
3340,Tanga,Korogwe,River,Pangani,Individual Use,Domestic,203784.32,0.54,0.54,19820,Water Right,Water Right,Active,Invalid,Pangani Mainstream
1975,Kilimanjaro,Moshi,Borehole,Borehole,Individual Use,Domestic,205676.48,0.56,0.56,0.56,New,Application,Active,Invalid,Kikuletwa
548,Kilimanjaro,Moshi,Borehole,Borehole,Individual Use,Domestic,205676.48,0.56,0.56,0.56,Water Right,Water Right,Active,Invalid,Kikuletwa
2973,Tanga,Tanga,Borehole,Borehole,Individual Use,Domestic,205676.48,0.56,0.56,0.56,Water Right,Water Right,Active,Invalid,Zigi
2975,Tanga,Tanga,Borehole,Borehole,Individual Use,Domestic,205676.48,0.56,0.56,0.56,Water Right,Water Right,Active,Invalid,Zigi
544,Tanga,Tanga,Borehole,Borehole,Individual Use,Domestic,205676.48,0.56,0.56,0.56,Water Right,Water Right,Inactive,Invalid,Zigi
105,Arusha,Arumeru,Spring,Ndaany,Individual Use,Domestic,207568.64,0.58,0.58,,Water Right,Water Right,Active,Invalid,Kikuletwa
663,Arusha,Arumeru,Spring,Emaoi,Individual Use,Domestic,207568.64,0.58,0.58,11,Water Right,Water Right,Inactive,Invalid,Kikuletwa
2025,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,207568.64,0.58,0.58,0.58,New,Water Use Permit,Active,Valid,Kikuletwa
3197,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,209460.8,0.6,0.6,0.6,New,Application,Active,Invalid,Kikuletwa
2549,Arusha,Arusha,Borehole,Borehole,Individual Use,Domestic,209460.8,0.6,0.6,0.6,New,Water Use Permit,Active,Valid,Kikuletwa
1394,Kilimanjaro,Same,Borehole,Borehole,Individual Use,Domestic,209460.8,0.6,0.6,0.6,New,Water Use Permit,Active,Invalid,Pangani Mainstream
2174,Kilimanjaro,Moshi,Borehole,Borehole,Individual Use,Domestic,209460.8,0.6,0.6,0.6,New,Water Use Permit,Active,Valid,Ruvu
2099,Kilimanjaro,Mwanga,Borehole,Borehole,Individual Use,Domestic,209460.8,0.6,0.6,0.6,New,Water Use Permit,Active,Valid,Ruvu
3469,Tanga,Korogwe,River,MSANGA ,Individual Use,Domestic,210406.88,0.61,0.61,,Water Right,Water Right,Active,Invalid,Pangani Mainstream
11,Arusha,Arumeru,Spring,Ngaresero,Individual Use,Domestic,211352.96,0.62,0.62,84,Water Right,Water Right,Active,Invalid,Kikuletwa
2274,Arusha,Arusha,Spring,IN THE MERU RESERVE,Individual Use,Domestic,211352.96,0.62,0.62,,Water Right,Water Right,Inactive,Invalid,Kikuletwa
